File Name,Type,Version,Overall Entropy
Image1,Text,Text-Normal,7.95490735111868
Image1,Text,Text-Compressed,7.990969766080471
Image1,Text,Text-Encrypted,7.999413548181465
Image1,Text,Text-Partial,7.988879122574182
