File Name,Type,Version,Overall Entropy
Image1,Image,Image-Normal,7.95490735111868
Image1,Image,Image-Compressed,7.990971546081082
Image1,Image,Image-Encrypted,7.999413548181465
Image1,Image,Image-Partial,7.988879122574182
